Nom,National №,Type,Species,Height,Weight,Abilities,Local №,EV yield,Catch rate,Base Friendship,Base Exp.,Growth Rate,Egg Groups,Gender,Egg cycles,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Image
Voltorb,0100,Electric,Ball Pokémon,0.5 m (1′08″),10.4 kg (22.9 lbs),1. | Soundproof | 2. | Static | Aftermath | (hidden ability),0100 | (Red/Blue/Yellow) | 0120 | (Gold/Silver/Crystal) | 0084 | (Ruby/Sapphire/Emerald) | 0100 | (FireRed/LeafGreen) | 0121 | (HeartGold/SoulSilver) | 0072 | (X/Y — Mountain Kalos) | 0087 | (Omega Ruby/Alpha Sapphire) | 0100 | (Let's Go Pikachu/Let's Go Eevee) | 0192 | (Legends: Arceus) | 0207 | (Scarlet/Violet),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),66,Medium Fast,Mineral,Genderless,"20				(4,884–5,140 steps)",40,30,50,55,55,100,330,https://img.pokemondb.net/artwork/large/voltorb.jpg
Electrode,0101,Electric,Ball Pokémon,1.2 m (3′11″),66.6 kg (146.8 lbs),1. | Soundproof | 2. | Static | Aftermath | (hidden ability),0101 | (Red/Blue/Yellow) | 0121 | (Gold/Silver/Crystal) | 0085 | (Ruby/Sapphire/Emerald) | 0101 | (FireRed/LeafGreen) | 0122 | (HeartGold/SoulSilver) | 0073 | (X/Y — Mountain Kalos) | 0088 | (Omega Ruby/Alpha Sapphire) | 0101 | (Let's Go Pikachu/Let's Go Eevee) | 0193 | (Legends: Arceus) | 0208 | (Scarlet/Violet),2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,Mineral,Genderless,"20				(4,884–5,140 steps)",60,50,70,80,80,150,490,https://img.pokemondb.net/artwork/large/electrode.jpg
Exeggcute,0102,Grass | Psychic,Egg Pokémon,0.4 m (1′04″),2.5 kg (5.5 lbs),1. | Chlorophyll | Harvest | (hidden ability),0102 | (Red/Blue/Yellow) | 0104 | (Gold/Silver/Crystal) | 0102 | (FireRed/LeafGreen) | 0105 | (HeartGold/SoulSilver) | 0136 | (X/Y — Coastal Kalos) | 0269 | (Sun/Moon — Alola dex) | 0355 | (U.Sun/U.Moon — Alola dex) | 0102 | (Let's Go Pikachu/Let's Go Eevee) | 0205 | (The Isle of Armor) | 0003 | (The Indigo Disk),1 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),65,Slow,Grass,"50% male, 50% female","20				(4,884–5,140 steps)",60,40,80,60,45,40,325,https://img.pokemondb.net/artwork/large/exeggcute.jpg
Exeggutor,0103,Grass | Psychic,Coconut Pokémon,2.0 m (6′07″),120.0 kg (264.6 lbs),1. | Chlorophyll | Harvest | (hidden ability),0103 | (Red/Blue/Yellow) | 0105 | (Gold/Silver/Crystal) | 0103 | (FireRed/LeafGreen) | 0106 | (HeartGold/SoulSilver) | 0137 | (X/Y — Coastal Kalos) | 0270 | (Sun/Moon — Alola dex) | 0356 | (U.Sun/U.Moon — Alola dex) | 0103 | (Let's Go Pikachu/Let's Go Eevee) | 0206 | (The Isle of Armor) | 0004 | (The Indigo Disk),2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),186,Slow,Grass,"50% male, 50% female","20				(4,884–5,140 steps)",95,95,85,125,75,55,530,https://img.pokemondb.net/artwork/large/exeggutor.jpg
Cubone,0104,Ground,Lonely Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),1. | Rock Head | 2. | Lightning Rod | Battle Armor | (hidden ability),0104 | (Red/Blue/Yellow) | 0203 | (Gold/Silver/Crystal) | 0104 | (FireRed/LeafGreen) | 0208 | (HeartGold/SoulSilver) | 0060 | (X/Y — Coastal Kalos) | 0163 | (Sun/Moon — Alola dex) | 0197 | (U.Sun/U.Moon — Alola dex) | 0104 | (Let's Go Pikachu/Let's Go Eevee) | 0170 | (The Isle of Armor),1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),64,Medium Fast,Monster,"50% male, 50% female","20				(4,884–5,140 steps)",50,50,95,40,50,35,320,https://img.pokemondb.net/artwork/large/cubone.jpg
Marowak,0105,Ground,Bone Keeper Pokémon,1.0 m (3′03″),45.0 kg (99.2 lbs),1. | Rock Head | 2. | Lightning Rod | Battle Armor | (hidden ability),0105 | (Red/Blue/Yellow) | 0204 | (Gold/Silver/Crystal) | 0105 | (FireRed/LeafGreen) | 0209 | (HeartGold/SoulSilver) | 0061 | (X/Y — Coastal Kalos) | 0164 | (Sun/Moon — Alola dex) | 0198 | (U.Sun/U.Moon — Alola dex) | 0105 | (Let's Go Pikachu/Let's Go Eevee) | 0171 | (The Isle of Armor),2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),149,Medium Fast,Monster,"50% male, 50% female","20				(4,884–5,140 steps)",60,80,110,50,80,45,425,https://img.pokemondb.net/artwork/large/marowak.jpg
Hitmonlee,0106,Fighting,Kicking Pokémon,1.5 m (4′11″),49.8 kg (109.8 lbs),1. | Limber | 2. | Reckless | Unburden | (hidden ability),0106 | (Red/Blue/Yellow) | 0144 | (Gold/Silver/Crystal) | 0106 | (FireRed/LeafGreen) | 0146 | (HeartGold/SoulSilver) | 0106 | (Let's Go Pikachu/Let's Go Eevee) | 0108 | (Sword/Shield) | 0093 | (The Indigo Disk),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),159,Medium Fast,Human-Like,"100% male, 0% female","25				(6,169–6,425 steps)",50,120,53,35,110,87,455,https://img.pokemondb.net/artwork/large/hitmonlee.jpg
Hitmonchan,0107,Fighting,Punching Pokémon,1.4 m (4′07″),50.2 kg (110.7 lbs),1. | Keen Eye | 2. | Iron Fist | Inner Focus | (hidden ability),0107 | (Red/Blue/Yellow) | 0145 | (Gold/Silver/Crystal) | 0107 | (FireRed/LeafGreen) | 0147 | (HeartGold/SoulSilver) | 0107 | (Let's Go Pikachu/Let's Go Eevee) | 0109 | (Sword/Shield) | 0094 | (The Indigo Disk),2 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),159,Medium Fast,Human-Like,"100% male, 0% female","25				(6,169–6,425 steps)",50,105,79,35,110,76,455,https://img.pokemondb.net/artwork/large/hitmonchan.jpg
Lickitung,0108,Normal,Licking Pokémon,1.2 m (3′11″),65.5 kg (144.4 lbs),1. | Own Tempo | 2. | Oblivious | Cloud Nine | (hidden ability),0108 | (Red/Blue/Yellow) | 0178 | (Gold/Silver/Crystal) | 0108 | (FireRed/LeafGreen) | 0161 | (Platinum) | 0180 | (HeartGold/SoulSilver) | 0284 | (Black 2/White 2) | 0134 | (X/Y — Mountain Kalos) | 0375 | (U.Sun/U.Moon — Alola dex) | 0108 | (Let's Go Pikachu/Let's Go Eevee) | 0125 | (Legends: Arceus) | 0054 | (The Isle of Armor),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),77,Medium Fast,Monster,"50% male, 50% female","20				(4,884–5,140 steps)",90,55,75,60,75,30,385,https://img.pokemondb.net/artwork/large/lickitung.jpg
Koffing,0109,Poison,Poison Gas Pokémon,0.6 m (2′00″),1.0 kg (2.2 lbs),1. | Levitate | 2. | Neutralizing Gas | Stench | (hidden ability),0109 | (Red/Blue/Yellow) | 0114 | (Gold/Silver/Crystal) | 0108 | (Ruby/Sapphire/Emerald) | 0109 | (FireRed/LeafGreen) | 0115 | (HeartGold/SoulSilver) | 0046 | (Black 2/White 2) | 0113 | (Omega Ruby/Alpha Sapphire) | 0109 | (Let's Go Pikachu/Let's Go Eevee) | 0250 | (Sword/Shield) | 0135 | (The Teal Mask),1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),68,Medium Fast,Amorphous,"50% male, 50% female","20				(4,884–5,140 steps)",40,65,95,60,45,35,340,https://img.pokemondb.net/artwork/large/koffing.jpg
Weezing,0110,Poison,Poison Gas Pokémon,1.2 m (3′11″),9.5 kg (20.9 lbs),1. | Levitate | 2. | Neutralizing Gas | Stench | (hidden ability),0110 | (Red/Blue/Yellow) | 0115 | (Gold/Silver/Crystal) | 0109 | (Ruby/Sapphire/Emerald) | 0110 | (FireRed/LeafGreen) | 0116 | (HeartGold/SoulSilver) | 0047 | (Black 2/White 2) | 0114 | (Omega Ruby/Alpha Sapphire) | 0110 | (Let's Go Pikachu/Let's Go Eevee) | 0251 | (Sword/Shield) | 0136 | (The Teal Mask),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,Amorphous,"50% male, 50% female","20				(4,884–5,140 steps)",65,90,120,85,70,60,490,https://img.pokemondb.net/artwork/large/weezing.jpg
Rhyhorn,0111,Ground | Rock,Spikes Pokémon,1.0 m (3′03″),115.0 kg (253.5 lbs),1. | Lightning Rod | 2. | Rock Head | Reckless | (hidden ability),0111 | (Red/Blue/Yellow) | 0206 | (Gold/Silver/Crystal) | 0169 | (Ruby/Sapphire/Emerald) | 0111 | (FireRed/LeafGreen) | 0186 | (Platinum) | 0211 | (HeartGold/SoulSilver) | 0050 | (X/Y — Coastal Kalos) | 0176 | (Omega Ruby/Alpha Sapphire) | 0111 | (Let's Go Pikachu/Let's Go Eevee) | 0264 | (Sword/Shield) | 0120 | (Legends: Arceus) | 0183 | (The Isle of Armor) | 0005 | (The Indigo Disk),1 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),69,Slow,"Field, Monster","50% male, 50% female","20				(4,884–5,140 steps)",80,85,95,30,30,25,345,https://img.pokemondb.net/artwork/large/rhyhorn.jpg
Rhydon,0112,Ground | Rock,Drill Pokémon,1.9 m (6′03″),120.0 kg (264.6 lbs),1. | Lightning Rod | 2. | Rock Head | Reckless | (hidden ability),0112 | (Red/Blue/Yellow) | 0207 | (Gold/Silver/Crystal) | 0170 | (Ruby/Sapphire/Emerald) | 0112 | (FireRed/LeafGreen) | 0187 | (Platinum) | 0212 | (HeartGold/SoulSilver) | 0051 | (X/Y — Coastal Kalos) | 0177 | (Omega Ruby/Alpha Sapphire) | 0112 | (Let's Go Pikachu/Let's Go Eevee) | 0265 | (Sword/Shield) | 0121 | (Legends: Arceus) | 0184 | (The Isle of Armor) | 0006 | (The Indigo Disk),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),170,Slow,"Field, Monster","50% male, 50% female","20				(4,884–5,140 steps)",105,130,120,45,45,40,485,https://img.pokemondb.net/artwork/large/rhydon.jpg
Chansey,0113,Normal,Egg Pokémon,1.1 m (3′07″),34.6 kg (76.3 lbs),1. | Natural Cure | 2. | Serene Grace | Healer | (hidden ability),0113 | (Red/Blue/Yellow) | 0217 | (Gold/Silver/Crystal) | 0113 | (FireRed/LeafGreen) | 0097 | (Diamond/Pearl) | 0097 | (Platinum) | 0222 | (HeartGold/SoulSilver) | 0033 | (Sun/Moon — Alola dex) | 0040 | (U.Sun/U.Moon — Alola dex) | 0113 | (Let's Go Pikachu/Let's Go Eevee) | 0097 | (Brilliant Diamond/Shining Pearl) | 0087 | (Legends: Arceus) | 0044 | (Scarlet/Violet) | 0007 | (The Isle of Armor) | 0017 | (The Indigo Disk),2 HP,"30 (3.9% with PokéBall, full HP)",140 (higher than normal),395,Fast,Fairy,"0% male, 100% female","40				(10,024–10,280 steps)",250,5,5,35,105,50,450,https://img.pokemondb.net/artwork/large/chansey.jpg
Tangela,0114,Grass,Vine Pokémon,1.0 m (3′03″),35.0 kg (77.2 lbs),1. | Chlorophyll | 2. | Leaf Guard | Regenerator | (hidden ability),0114 | (Red/Blue/Yellow) | 0179 | (Gold/Silver/Crystal) | 0114 | (FireRed/LeafGreen) | 0181 | (Platinum) | 0182 | (HeartGold/SoulSilver) | 0217 | (Black 2/White 2) | 0114 | (Let's Go Pikachu/Let's Go Eevee) | 0095 | (Legends: Arceus) | 0080 | (The Isle of Armor),1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),87,Medium Fast,Grass,"50% male, 50% female","20				(4,884–5,140 steps)",65,55,115,100,40,60,435,https://img.pokemondb.net/artwork/large/tangela.jpg
Kangaskhan,0115,Normal,Parent Pokémon,2.2 m (7′03″),80.0 kg (176.4 lbs),1. | Early Bird | 2. | Scrappy | Inner Focus | (hidden ability),0115 | (Red/Blue/Yellow) | 0205 | (Gold/Silver/Crystal) | 0115 | (FireRed/LeafGreen) | 0210 | (HeartGold/SoulSilver) | 0062 | (X/Y — Coastal Kalos) | 0165 | (Sun/Moon — Alola dex) | 0199 | (U.Sun/U.Moon — Alola dex) | 0115 | (Let's Go Pikachu/Let's Go Eevee) | 0223 | (Legends: Z-A) | 0172 | (The Isle of Armor),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,Monster,"0% male, 100% female","20				(4,884–5,140 steps)",105,95,80,40,80,90,490,https://img.pokemondb.net/artwork/large/kangaskhan.jpg
Horsea,0116,Water,Dragon Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),1. | Swift Swim | 2. | Sniper | Damp | (hidden ability),0116 | (Red/Blue/Yellow) | 0186 | (Gold/Silver/Crystal) | 0184 | (Ruby/Sapphire/Emerald) | 0116 | (FireRed/LeafGreen) | 0190 | (HeartGold/SoulSilver) | 0039 | (X/Y — Coastal Kalos) | 0193 | (Omega Ruby/Alpha Sapphire) | 0116 | (Let's Go Pikachu/Let's Go Eevee) | 0198 | (The Isle of Armor) | 0052 | (The Indigo Disk),1 Sp. Atk,"225 (29.4% with PokéBall, full HP)",50 (normal),59,Medium Fast,"Dragon, Water 1","50% male, 50% female","20				(4,884–5,140 steps)",30,40,70,70,25,60,295,https://img.pokemondb.net/artwork/large/horsea.jpg
Seadra,0117,Water,Dragon Pokémon,1.2 m (3′11″),25.0 kg (55.1 lbs),1. | Poison Point | 2. | Sniper | Damp | (hidden ability),0117 | (Red/Blue/Yellow) | 0187 | (Gold/Silver/Crystal) | 0185 | (Ruby/Sapphire/Emerald) | 0117 | (FireRed/LeafGreen) | 0191 | (HeartGold/SoulSilver) | 0040 | (X/Y — Coastal Kalos) | 0194 | (Omega Ruby/Alpha Sapphire) | 0117 | (Let's Go Pikachu/Let's Go Eevee) | 0199 | (The Isle of Armor) | 0053 | (The Indigo Disk),"1 Defense, 1 Sp. Atk","75 (9.8% with PokéBall, full HP)",50 (normal),154,Medium Fast,"Dragon, Water 1","50% male, 50% female","20				(4,884–5,140 steps)",55,65,95,95,45,85,440,https://img.pokemondb.net/artwork/large/seadra.jpg
Goldeen,0118,Water,Goldfish Pokémon,0.6 m (2′00″),15.0 kg (33.1 lbs),1. | Swift Swim | 2. | Water Veil | Lightning Rod | (hidden ability),0118 | (Yellow/Red/Blue) | 0078 | (Gold/Silver/Crystal) | 0050 | (Ruby/Sapphire/Emerald) | 0118 | (FireRed/LeafGreen) | 0078 | (Diamond/Pearl) | 0078 | (Platinum) | 0078 | (HeartGold/SoulSilver) | 0053 | (X/Y — Central Kalos) | 0051 | (Omega Ruby/Alpha Sapphire) | 0153 | (Sun/Moon — Alola dex) | 0186 | (U.Sun/U.Moon — Alola dex) | 0118 | (Let's Go Pikachu/Let's Go Eevee) | 0146 | (Sword/Shield) | 0078 | (Brilliant Diamond/Shining Pearl) | 0094 | (The Isle of Armor),1 Attack,"225 (29.4% with PokéBall, full HP)",50 (normal),64,Medium Fast,Water 2,"50% male, 50% female","20				(4,884–5,140 steps)",45,67,60,35,50,63,320,https://img.pokemondb.net/artwork/large/goldeen.jpg
Seaking,0119,Water,Goldfish Pokémon,1.3 m (4′03″),39.0 kg (86.0 lbs),1. | Swift Swim | 2. | Water Veil | Lightning Rod | (hidden ability),0119 | (Yellow/Red/Blue) | 0079 | (Gold/Silver/Crystal) | 0051 | (Ruby/Sapphire/Emerald) | 0119 | (FireRed/LeafGreen) | 0079 | (Diamond/Pearl) | 0079 | (Platinum) | 0079 | (HeartGold/SoulSilver) | 0054 | (X/Y — Central Kalos) | 0052 | (Omega Ruby/Alpha Sapphire) | 0154 | (Sun/Moon — Alola dex) | 0187 | (U.Sun/U.Moon — Alola dex) | 0119 | (Let's Go Pikachu/Let's Go Eevee) | 0147 | (Sword/Shield) | 0079 | (Brilliant Diamond/Shining Pearl) | 0095 | (The Isle of Armor),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Water 2,"50% male, 50% female","20				(4,884–5,140 steps)",80,92,65,65,80,68,450,https://img.pokemondb.net/artwork/large/seaking.jpg
Staryu,0120,Water,Star Shape Pokémon,0.8 m (2′07″),34.5 kg (76.1 lbs),1. | Illuminate | 2. | Natural Cure | Analytic | (hidden ability),0120 | (Red/Blue/Yellow) | 0167 | (Gold/Silver/Crystal) | 0143 | (Ruby/Sapphire/Emerald) | 0120 | (FireRed/LeafGreen) | 0169 | (HeartGold/SoulSilver) | 0238 | (Black 2/White 2) | 0034 | (X/Y — Coastal Kalos) | 0148 | (Omega Ruby/Alpha Sapphire) | 0184 | (Sun/Moon — Alola dex) | 0223 | (U.Sun/U.Moon — Alola dex) | 0120 | (Let's Go Pikachu/Let's Go Eevee) | 0036 | (Legends: Z-A) | 0098 | (The Isle of Armor),1 Speed,"225 (29.4% with PokéBall, full HP)",50 (normal),68,Slow,Water 3,Genderless,"20				(4,884–5,140 steps)",30,45,55,70,55,85,340,https://img.pokemondb.net/artwork/large/staryu.jpg
Starmie,0121,Water | Psychic,Mysterious Pokémon,1.1 m (3′07″),80.0 kg (176.4 lbs),1. | Illuminate | 2. | Natural Cure | Analytic | (hidden ability),0121 | (Red/Blue/Yellow) | 0168 | (Gold/Silver/Crystal) | 0144 | (Ruby/Sapphire/Emerald) | 0121 | (FireRed/LeafGreen) | 0170 | (HeartGold/SoulSilver) | 0239 | (Black 2/White 2) | 0035 | (X/Y — Coastal Kalos) | 0149 | (Omega Ruby/Alpha Sapphire) | 0185 | (Sun/Moon — Alola dex) | 0224 | (U.Sun/U.Moon — Alola dex) | 0121 | (Let's Go Pikachu/Let's Go Eevee) | 0037 | (Legends: Z-A) | 0099 | (The Isle of Armor),2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),182,Slow,Water 3,Genderless,"20				(4,884–5,140 steps)",60,75,85,100,85,115,520,https://img.pokemondb.net/artwork/large/starmie.jpg
Mr. Mime,0122,Psychic | Fairy,Barrier Pokémon,1.3 m (4′03″),54.5 kg (120.2 lbs),1. | Soundproof | 2. | Filter | Technician | (hidden ability),0122 | (Red/Blue/Yellow) | 0156 | (Gold/Silver/Crystal) | 0122 | (FireRed/LeafGreen) | 0095 | (Diamond/Pearl) | 0095 | (Platinum) | 0158 | (HeartGold/SoulSilver) | 0114 | (X/Y — Coastal Kalos) | 0060 | (U.Sun/U.Moon — Alola dex) | 0122 | (Let's Go Pikachu/Let's Go Eevee) | 0365 | (Sword/Shield) | 0095 | (Brilliant Diamond/Shining Pearl) | 0077 | (Legends: Arceus) | 0011 | (The Crown Tundra),2 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),161,Medium Fast,Human-Like,"50% male, 50% female","25				(6,169–6,425 steps)",40,45,65,100,120,90,460,https://img.pokemondb.net/artwork/large/mr-mime.jpg
Scyther,0123,Bug | Flying,Mantis Pokémon,1.5 m (4′11″),56.0 kg (123.5 lbs),1. | Swarm | 2. | Technician | Steadfast | (hidden ability),0123 | (Red/Blue/Yellow) | 0110 | (Gold/Silver/Crystal) | 0123 | (FireRed/LeafGreen) | 0195 | (Platinum) | 0111 | (HeartGold/SoulSilver) | 0136 | (X/Y — Mountain Kalos) | 0275 | (Sun/Moon — Alola dex) | 0365 | (U.Sun/U.Moon — Alola dex) | 0123 | (Let's Go Pikachu/Let's Go Eevee) | 0072 | (Legends: Arceus) | 0260 | (Scarlet/Violet) | 0176 | (Legends: Z-A) | 0118 | (The Isle of Armor) | 0019 | (The Indigo Disk),1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),100,Medium Fast,Bug,"50% male, 50% female","25				(6,169–6,425 steps)",70,110,80,55,80,105,500,https://img.pokemondb.net/artwork/large/scyther.jpg
Jynx,0124,Ice | Psychic,Human Shape Pokémon,1.4 m (4′07″),40.6 kg (89.5 lbs),1. | Oblivious | 2. | Forewarn | Dry Skin | (hidden ability),0124 | (Red/Blue/Yellow) | 0153 | (Gold/Silver/Crystal) | 0124 | (FireRed/LeafGreen) | 0155 | (HeartGold/SoulSilver) | 0084 | (X/Y — Mountain Kalos) | 0110 | (U.Sun/U.Moon — Alola dex) | 0124 | (Let's Go Pikachu/Let's Go Eevee) | 0014 | (The Crown Tundra),2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),159,Medium Fast,Human-Like,"0% male, 100% female","25				(6,169–6,425 steps)",65,50,35,115,95,95,455,https://img.pokemondb.net/artwork/large/jynx.jpg
Electabuzz,0125,Electric,Electric Pokémon,1.1 m (3′07″),30.0 kg (66.1 lbs),1. | Static | Vital Spirit | (hidden ability),0125 | (Red/Blue/Yellow) | 0155 | (Gold/Silver/Crystal) | 0125 | (FireRed/LeafGreen) | 0198 | (Platinum) | 0157 | (HeartGold/SoulSilver) | 0057 | (Black 2/White 2) | 0227 | (Sun/Moon — Alola dex) | 0296 | (U.Sun/U.Moon — Alola dex) | 0125 | (Let's Go Pikachu/Let's Go Eevee) | 0183 | (Legends: Arceus) | 0016 | (The Crown Tundra) | 0011 | (The Indigo Disk),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,Human-Like,"75% male, 25% female","25				(6,169–6,425 steps)",65,83,57,95,85,105,490,https://img.pokemondb.net/artwork/large/electabuzz.jpg
Magmar,0126,Fire,Spitfire Pokémon,1.3 m (4′03″),44.5 kg (98.1 lbs),1. | Flame Body | Vital Spirit | (hidden ability),0126 | (Red/Blue/Yellow) | 0151 | (Gold/Silver/Crystal) | 0126 | (FireRed/LeafGreen) | 0201 | (Platinum) | 0153 | (HeartGold/SoulSilver) | 0054 | (Black 2/White 2) | 0167 | (Sun/Moon — Alola dex) | 0201 | (U.Sun/U.Moon — Alola dex) | 0126 | (Let's Go Pikachu/Let's Go Eevee) | 0175 | (Legends: Arceus) | 0019 | (The Crown Tundra) | 0014 | (The Indigo Disk),2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,Human-Like,"75% male, 25% female","25				(6,169–6,425 steps)",65,95,57,100,85,93,495,https://img.pokemondb.net/artwork/large/magmar.jpg
Pinsir,0127,Bug,Stag Beetle Pokémon,1.5 m (4′11″),55.0 kg (121.3 lbs),1. | Hyper Cutter | 2. | Mold Breaker | Moxie | (hidden ability),0127 | (Red/Blue/Yellow) | 0112 | (Gold/Silver/Crystal) | 0167 | (Ruby/Sapphire/Emerald) | 0127 | (FireRed/LeafGreen) | 0113 | (HeartGold/SoulSilver) | 0146 | (Black 2/White 2) | 0130 | (X/Y — Coastal Kalos) | 0174 | (Omega Ruby/Alpha Sapphire) | 0175 | (Sun/Moon — Alola dex) | 0211 | (U.Sun/U.Moon — Alola dex) | 0127 | (Let's Go Pikachu/Let's Go Eevee) | 0178 | (Legends: Z-A) | 0120 | (The Isle of Armor),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),175,Slow,Bug,"50% male, 50% female","25				(6,169–6,425 steps)",65,125,100,55,70,85,500,https://img.pokemondb.net/artwork/large/pinsir.jpg
Tauros,0128,Normal,Wild Bull Pokémon,1.4 m (4′07″),88.4 kg (194.9 lbs),1. | Intimidate | 2. | Anger Point | Sheer Force | (hidden ability),0128 | (Red/Blue/Yellow) | 0148 | (Gold/Silver/Crystal) | 0128 | (FireRed/LeafGreen) | 0150 | (HeartGold/SoulSilver) | 0125 | (X/Y — Coastal Kalos) | 0137 | (Sun/Moon — Alola dex) | 0170 | (U.Sun/U.Moon — Alola dex) | 0128 | (Let's Go Pikachu/Let's Go Eevee) | 0223 | (Scarlet/Violet) | 0116 | (The Isle of Armor) | 0022 | (The Indigo Disk),"1 Attack, 1 Speed","45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"100% male, 0% female","20				(4,884–5,140 steps)",75,100,95,40,70,110,490,https://img.pokemondb.net/artwork/large/tauros.jpg
Magikarp,0129,Water,Fish Pokémon,0.9 m (2′11″),10.0 kg (22.0 lbs),1. | Swift Swim | Rattled | (hidden ability),0129 | (Yellow/Red/Blue) | 0076 | (Gold/Silver/Crystal) | 0052 | (Ruby/Sapphire/Emerald) | 0129 | (FireRed/LeafGreen) | 0023 | (Diamond/Pearl) | 0023 | (Platinum) | 0076 | (HeartGold/SoulSilver) | 0049 | (X/Y — Central Kalos) | 0053 | (Omega Ruby/Alpha Sapphire) | 0091 | (Sun/Moon — Alola dex) | 0111 | (U.Sun/U.Moon — Alola dex) | 0129 | (Let's Go Pikachu/Let's Go Eevee) | 0144 | (Sword/Shield) | 0023 | (Brilliant Diamond/Shining Pearl) | 0080 | (Legends: Arceus) | 0134 | (Scarlet/Violet) | 0032 | (Legends: Z-A) | 0042 | (The Isle of Armor) | 0062 | (The Crown Tundra) | 0043 | (The Teal Mask),1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),40,Slow,"Dragon, Water 2","50% male, 50% female","5				(1,029–1,285 steps)",20,10,55,15,20,80,200,https://img.pokemondb.net/artwork/large/magikarp.jpg
Gyarados,0130,Water | Flying,Atrocious Pokémon,6.5 m (21′04″),235.0 kg (518.1 lbs),1. | Intimidate | Moxie | (hidden ability),0130 | (Yellow/Red/Blue) | 0077 | (Gold/Silver/Crystal) | 0053 | (Ruby/Sapphire/Emerald) | 0130 | (FireRed/LeafGreen) | 0024 | (Diamond/Pearl) | 0024 | (Platinum) | 0077 | (HeartGold/SoulSilver) | 0050 | (X/Y — Central Kalos) | 0054 | (Omega Ruby/Alpha Sapphire) | 0092 | (Sun/Moon — Alola dex) | 0112 | (U.Sun/U.Moon — Alola dex) | 0130 | (Let's Go Pikachu/Let's Go Eevee) | 0145 | (Sword/Shield) | 0024 | (Brilliant Diamond/Shining Pearl) | 0081 | (Legends: Arceus) | 0135 | (Scarlet/Violet) | 0033 | (Legends: Z-A) | 0043 | (The Isle of Armor) | 0063 | (The Crown Tundra) | 0044 | (The Teal Mask),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),189,Slow,"Dragon, Water 2","50% male, 50% female","5				(1,029–1,285 steps)",95,125,79,60,100,81,540,https://img.pokemondb.net/artwork/large/gyarados.jpg
Lapras,0131,Water | Ice,Transport Pokémon,2.5 m (8′02″),220.0 kg (485.0 lbs),1. | Water Absorb | 2. | Shell Armor | Hydration | (hidden ability),0131 | (Red/Blue/Yellow) | 0219 | (Gold/Silver/Crystal) | 0131 | (FireRed/LeafGreen) | 0224 | (HeartGold/SoulSilver) | 0242 | (Black 2/White 2) | 0150 | (X/Y — Coastal Kalos) | 0268 | (Sun/Moon — Alola dex) | 0353 | (U.Sun/U.Moon — Alola dex) | 0131 | (Let's Go Pikachu/Let's Go Eevee) | 0361 | (Sword/Shield) | 0190 | (The Crown Tundra) | 0145 | (The Indigo Disk),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),187,Slow,"Monster, Water 1","50% male, 50% female","40				(10,024–10,280 steps)",130,85,80,85,95,60,535,https://img.pokemondb.net/artwork/large/lapras.jpg
